,Order ID,Gender,Visting,PaperlessBilling,PaymentMethod,Monthly Spending,Total Spending,Churn
1007,CA-2015-105312,Male,Month-to-month,No,Electronic check,68.95,119.75,Yes
1008,US-2017-106705,Male,Month-to-month,Yes,Credit card (automatic),99.55,3204.65,Yes
1009,CA-2017-135034,Male,One year,Yes,Electronic check,20.75,485.2,No
1010,CA-2014-158540,Male,Month-to-month,Yes,Mailed check,50.15,160.85,No
1011,CA-2017-118437,Male,Two year,No,Mailed check,58.65,4145.25,No
1012,CA-2017-118437,Female,Month-to-month,Yes,Bank transfer (automatic),95.9,827.45,No
1013,US-2015-126214,Male,Month-to-month,No,Electronic check,49.5,49.5,No
1014,US-2015-126214,Female,Month-to-month,No,Electronic check,57.45,990.85,Yes
1015,CA-2015-133025,Male,One year,No,Credit card (automatic),53.65,696.35,Yes
1016,CA-2015-108665,Female,Two year,Yes,Mailed check,80.1,5585.4,No
1017,CA-2015-108665,Female,One year,Yes,Bank transfer (automatic),24.4,1601.2,No
1018,CA-2015-108665,Female,Month-to-month,Yes,Electronic check,40.05,162.45,No
1019,CA-2015-108665,Male,Month-to-month,Yes,Mailed check,19.5,470.2,No
1020,CA-2015-124450,Male,Month-to-month,No,Credit card (automatic),51.05,2066.0,No
1021,CA-2015-124450,Male,One year,No,Mailed check,54.35,1426.45,No
1022,CA-2015-124450,Male,Month-to-month,Yes,Electronic check,84.7,392.5,No
1023,CA-2015-167269,Male,Month-to-month,Yes,Electronic check,86.1,3861.45,No
1024,CA-2017-106964,Female,Month-to-month,Yes,Mailed check,70.35,2552.9,No
1025,CA-2016-126529,Male,Two year,Yes,Bank transfer (automatic),110.0,6668.35,No
1026,CA-2016-126529,Male,Month-to-month,Yes,Electronic check,100.6,819.4,Yes
1027,CA-2016-126529,Male,One year,No,Credit card (automatic),94.9,4615.25,No
1028,CA-2014-163552,Male,Month-to-month,Yes,Electronic check,83.75,2070.6,Yes
1029,CA-2014-163552,Male,Month-to-month,Yes,Mailed check,88.3,273.75,Yes
1030,CA-2014-163552,Female,Month-to-month,Yes,Bank transfer (automatic),69.75,3557.7,No
1031,CA-2014-163552,Male,Month-to-month,No,Bank transfer (automatic),71.6,1957.1,No
1032,CA-2014-163552,Male,Month-to-month,Yes,Electronic check,92.1,729.95,Yes
1033,CA-2016-109820,Male,Two year,No,Bank transfer (automatic),23.65,1416.75,No
1034,CA-2016-109820,Male,Two year,No,Bank transfer (automatic),81.85,5924.4,No
1035,CA-2016-109820,Male,Two year,No,Mailed check,25.1,1697.7,No
1036,CA-2016-113061,Male,Two year,Yes,Bank transfer (automatic),114.7,7849.85,No
1037,CA-2015-127418,Male,Month-to-month,No,Electronic check,49.15,649.4,No
1038,CA-2017-121818,Male,One year,Yes,Electronic check,80.9,4557.5,No
1039,CA-2017-121818,Male,Month-to-month,Yes,Electronic check,79.45,3013.05,Yes
1040,CA-2016-127670,Male,Month-to-month,No,Credit card (automatic),90.45,1266.1,Yes
1041,CA-2016-102981,Male,One year,Yes,Bank transfer (automatic),19.3,360.35,No
1042,CA-2016-102981,Male,Month-to-month,No,Electronic check,70.2,1046.5,No
1043,CA-2017-115651,Male,Month-to-month,Yes,Bank transfer (automatic),69.75,2347.9,Yes
1044,CA-2017-115651,Male,One year,No,Bank transfer (automatic),54.25,447.75,No
1045,CA-2017-152702,Female,Month-to-month,Yes,Bank transfer (automatic),99.3,4209.95,No
1046,CA-2016-169103,Male,One year,No,Credit card (automatic),74.0,3877.65,No
1047,CA-2016-169103,Male,Month-to-month,Yes,Mailed check,50.25,152.3,No
1048,CA-2014-139192,Male,One year,Yes,Mailed check,19.8,572.2,No
1049,CA-2014-139192,Male,Month-to-month,No,Mailed check,19.65,19.65,Yes
1050,US-2015-153500,Female,Month-to-month,Yes,Electronic check,43.65,526.95,Yes
1051,US-2015-153500,Male,Month-to-month,Yes,Credit card (automatic),35.5,552.7,No
1052,US-2015-153500,Male,One year,Yes,Mailed check,80.75,3208.65,No
1053,CA-2015-110667,Female,Month-to-month,No,Electronic check,39.5,210.75,Yes
1054,CA-2015-110667,Female,Month-to-month,Yes,Bank transfer (automatic),97.1,3706.95,Yes
1055,CA-2015-110667,Female,One year,No,Mailed check,19.55,620.75,No
1056,CA-2015-110667,Male,Month-to-month,Yes,Electronic check,80.0,412.5,Yes
1057,CA-2017-167150,Female,Month-to-month,Yes,Mailed check,84.7,832.05,Yes
1058,CA-2017-167150,Male,Month-to-month,Yes,Bank transfer (automatic),89.55,185.55,Yes
1059,CA-2016-105284,Female,Month-to-month,Yes,Electronic check,90.6,1943.2,Yes
1060,US-2015-125374,Female,One year,Yes,Bank transfer (automatic),20.05,505.9,No
1061,CA-2015-161263,Female,Two year,Yes,Electronic check,112.4,8046.85,No
1062,CA-2015-161263,Female,Month-to-month,No,Bank transfer (automatic),50.2,1815.3,No
1063,CA-2015-161263,Female,Month-to-month,No,Bank transfer (automatic),62.25,612.95,No
1064,CA-2015-161263,Female,One year,No,Mailed check,55.7,795.15,No
1065,CA-2015-161263,Female,Month-to-month,Yes,Bank transfer (automatic),90.05,2169.8,Yes
1066,CA-2015-161263,Male,Two year,No,Mailed check,19.65,973.1,No
1067,CA-2016-157686,Female,Month-to-month,Yes,Electronic check,89.25,2210.2,No
1068,US-2017-139955,Female,Month-to-month,Yes,Bank transfer (automatic),99.05,4853.75,Yes
1069,US-2015-150161,Male,One year,No,Mailed check,54.0,1055.9,No
1070,CA-2015-144652,Male,Month-to-month,No,Bank transfer (automatic),69.75,144.55,Yes
1071,CA-2016-152814,Female,Month-to-month,Yes,Credit card (automatic),49.05,91.1,Yes
1072,CA-2017-106943,Female,Two year,No,Bank transfer (automatic),56.75,1304.85,No
1073,CA-2016-134348,Female,Month-to-month,Yes,Bank transfer (automatic),98.05,713.0,Yes
1074,CA-2016-134348,Female,Month-to-month,No,Mailed check,21.1,21.1,No
1075,CA-2016-134348,Male,Month-to-month,Yes,Bank transfer (automatic),96.65,5580.8,No
1076,CA-2016-161781,Female,One year,Yes,Credit card (automatic),24.5,1497.9,No
1077,CA-2017-132521,Female,Month-to-month,Yes,Bank transfer (automatic),114.5,4527.45,Yes
1078,CA-2017-132521,Female,Two year,Yes,Credit card (automatic),79.2,4590.35,No
1079,CA-2017-132521,Female,Month-to-month,Yes,Electronic check,69.55,200.2,No
1080,CA-2015-110016,Female,Two year,Yes,Bank transfer (automatic),20.05,614.45,No
1081,CA-2015-110016,Female,Month-to-month,Yes,Electronic check,98.85,4564.9,No
1082,US-2016-143819,Male,Two year,No,Mailed check,25.75,4564.9,No
1083,US-2016-143819,Female,Month-to-month,Yes,Electronic check,80.95,171.15,Yes
1084,US-2016-143819,Female,One year,No,Credit card (automatic),19.6,1012.4,No
1085,US-2016-143819,Male,Month-to-month,Yes,Electronic check,74.3,940.35,Yes
1086,CA-2016-167584,Female,Month-to-month,No,Bank transfer (automatic),89.7,1047.7,Yes
1087,CA-2016-166163,Female,Month-to-month,No,Bank transfer (automatic),87.65,2766.4,No
1088,CA-2016-166163,Male,Month-to-month,Yes,Credit card (automatic),100.45,1622.45,Yes
1089,CA-2017-158407,Male,Month-to-month,Yes,Credit card (automatic),74.75,1129.35,No
1090,CA-2017-158407,Male,One year,No,Bank transfer (automatic),107.45,5680.9,No
1091,CA-2015-143490,Male,One year,Yes,Bank transfer (automatic),75.35,2243.9,No
1092,CA-2015-143490,Female,Two year,No,Credit card (automatic),64.95,4523.25,No
1093,CA-2015-165085,Female,Two year,No,Electronic check,100.45,7159.7,No
1094,CA-2015-165085,Female,One year,No,Bank transfer (automatic),68.5,2839.95,No
1095,CA-2017-160423,Female,Month-to-month,Yes,Electronic check,80.55,80.55,No
1096,CA-2017-160423,Male,Month-to-month,No,Bank transfer (automatic),81.25,580.1,No
1097,CA-2014-159338,Female,One year,Yes,Electronic check,90.4,2178.6,Yes
1098,CA-2016-107216,Female,One year,No,Electronic check,89.55,6038.55,No
1099,CA-2016-107216,Female,Month-to-month,Yes,Mailed check,55.7,259.4,No
1100,CA-2016-107216,Female,Month-to-month,Yes,Electronic check,24.8,324.15,No
1101,CA-2016-107216,Male,Month-to-month,No,Electronic check,20.0,417.65,No
1102,US-2017-145863,Female,Month-to-month,Yes,Mailed check,56.15,168.15,Yes
1103,US-2017-145863,Female,One year,Yes,Electronic check,105.2,5637.85,No
1104,CA-2016-112340,Male,One year,Yes,Mailed check,19.55,839.4,No
1105,US-2016-110156,Female,Month-to-month,Yes,Electronic check,79.75,769.1,No
1106,US-2016-110156,Male,Two year,No,Bank transfer (automatic),97.45,6253.0,No
1107,US-2016-110156,Male,Two year,No,Bank transfer (automatic),24.25,1641.8,No
1108,US-2016-110156,Male,Two year,No,Credit card (automatic),24.6,1678.05,No
1109,US-2016-110156,Male,Month-to-month,Yes,Mailed check,50.15,2058.5,No
1110,US-2016-110156,Female,Two year,No,Bank transfer (automatic),39.6,2424.5,No
1111,US-2016-110156,Male,Month-to-month,Yes,Bank transfer (automatic),94.4,387.2,Yes
1112,US-2016-110156,Male,Two year,No,Mailed check,89.85,6293.45,No
1113,CA-2017-140585,Female,Month-to-month,Yes,Credit card (automatic),78.95,2839.65,Yes
1114,CA-2017-140585,Female,Month-to-month,Yes,Credit card (automatic),98.85,3145.9,No
1115,CA-2017-140585,Female,Two year,Yes,Credit card (automatic),53.85,2200.7,No
1116,CA-2016-144855,Male,One year,Yes,Electronic check,24.25,914.4,No
1117,CA-2015-142755,Female,Two year,Yes,Credit card (automatic),89.45,4577.75,No
1118,CA-2015-142755,Female,Month-to-month,Yes,Credit card (automatic),105.25,4997.5,No
1119,CA-2015-142755,Female,Two year,No,Bank transfer (automatic),59.5,4144.8,No
1120,CA-2015-142755,Female,Month-to-month,No,Credit card (automatic),70.55,1493.55,No
1121,US-2014-147627,Female,One year,Yes,Credit card (automatic),82.5,4179.1,No
1122,US-2014-147627,Male,One year,Yes,Credit card (automatic),44.85,893.55,Yes
1123,US-2014-147627,Male,One year,Yes,Bank transfer (automatic),61.6,1611.0,No
1124,US-2014-147627,Male,Month-to-month,Yes,Bank transfer (automatic),49.05,593.05,No
1125,US-2014-147627,Male,Month-to-month,Yes,Electronic check,105.65,4284.8,Yes
1126,US-2014-147627,Female,Month-to-month,No,Mailed check,74.65,544.55,Yes
1127,CA-2015-105970,Female,One year,Yes,Mailed check,66.25,1533.8,No
1128,CA-2015-105970,Female,Month-to-month,Yes,Electronic check,19.4,529.8,No
1129,CA-2016-112102,Male,Month-to-month,Yes,Credit card (automatic),86.05,3865.6,No
1130,CA-2016-112102,Male,Two year,Yes,Credit card (automatic),19.15,515.75,No
1131,CA-2016-112102,Male,Month-to-month,Yes,Bank transfer (automatic),64.7,941.0,Yes
1132,US-2016-114776,Male,Month-to-month,Yes,Bank transfer (automatic),104.05,1133.65,Yes
1133,US-2016-134908,Female,Month-to-month,No,Mailed check,19.25,48.35,No
1134,US-2016-134908,Female,Month-to-month,No,Electronic check,81.95,2070.05,No
1135,US-2016-148803,Male,Two year,Yes,Bank transfer (automatic),114.65,8333.95,No
1136,CA-2016-152170,Male,Two year,No,Credit card (automatic),20.0,1209.25,No
1137,CA-2016-152170,Male,Two year,No,Mailed check,19.8,1396.25,No
1138,CA-2016-152170,Male,Month-to-month,Yes,Bank transfer (automatic),65.15,723.35,No
1139,CA-2016-152170,Female,One year,No,Mailed check,19.65,228.65,No
1140,CA-2016-152170,Male,Two year,No,Credit card (automatic),88.95,1161.75,No
1141,CA-2014-146969,Female,Month-to-month,Yes,Mailed check,20.2,98.35,No
1142,CA-2014-146969,Female,Month-to-month,Yes,Credit card (automatic),75.2,775.3,No
1143,CA-2014-146969,Male,Month-to-month,No,Credit card (automatic),56.8,1074.65,No
1144,CA-2014-146969,Male,Month-to-month,Yes,Electronic check,35.55,35.55,Yes
1145,CA-2014-146969,Male,Month-to-month,Yes,Bank transfer (automatic),75.5,2324.7,No
1146,CA-2015-112452,Male,One year,No,Mailed check,35.6,1072.6,No
1147,CA-2015-112452,Female,Month-to-month,Yes,Electronic check,60.25,170.5,No
1148,CA-2015-112452,Male,Month-to-month,Yes,Electronic check,95.15,196.9,Yes
1149,CA-2015-112452,Female,Month-to-month,Yes,Mailed check,96.65,1162.85,Yes
1150,CA-2015-112452,Male,Month-to-month,Yes,Electronic check,40.35,1677.85,No
1151,CA-2015-113971,Male,Month-to-month,No,Electronic check,18.85,18.85,No
1152,CA-2017-160395,Male,Month-to-month,No,Mailed check,54.85,370.4,No
1153,CA-2017-160395,Male,One year,Yes,Mailed check,64.3,3410.6,No
1154,CA-2014-136567,Male,Two year,Yes,Bank transfer (automatic),24.65,1138.8,No
1155,CA-2014-136567,Male,Two year,No,Credit card (automatic),76.1,5264.25,No
1156,CA-2014-136567,Female,Two year,No,Mailed check,18.7,1005.7,No
1157,CA-2014-136567,Female,One year,Yes,Credit card (automatic),97.95,5936.55,No
1158,CA-2016-149314,Male,Month-to-month,Yes,Credit card (automatic),94.1,5475.9,No
1159,CA-2017-147039,Male,Month-to-month,Yes,Electronic check,80.4,224.05,Yes
1160,CA-2017-147039,Male,Month-to-month,Yes,Electronic check,95.1,2326.05,No
1161,CA-2014-126522,Male,Month-to-month,Yes,Mailed check,31.35,31.35,Yes
1162,CA-2014-127964,Female,One year,Yes,Bank transfer (automatic),72.35,4991.5,No
1163,CA-2014-127964,Male,Month-to-month,Yes,Bank transfer (automatic),89.75,1052.4,Yes
1164,CA-2014-127964,Female,Two year,Yes,Bank transfer (automatic),82.7,5831.2,No
1165,CA-2014-117709,Female,One year,No,Credit card (automatic),19.9,510.8,No
1166,CA-2015-125416,Male,Month-to-month,Yes,Electronic check,53.8,283.95,No
1167,CA-2017-145226,Male,One year,Yes,Credit card (automatic),51.55,1295.4,No
1168,CA-2017-145226,Male,One year,No,Mailed check,19.65,19.65,No
1169,CA-2017-145226,Male,One year,Yes,Credit card (automatic),44.05,3011.65,No
1170,CA-2017-145226,Female,Two year,Yes,Electronic check,114.0,8093.15,No
1171,US-2014-100279,Female,One year,Yes,Electronic check,94.4,5610.25,Yes
1172,CA-2014-158064,Male,Month-to-month,Yes,Electronic check,100.4,3217.65,No
1173,US-2015-104430,Male,Month-to-month,Yes,Electronic check,19.85,19.85,Yes
1174,CA-2015-132080,Female,One year,Yes,Mailed check,54.25,773.2,No
1175,CA-2016-161207,Female,Month-to-month,Yes,Credit card (automatic),80.0,1029.35,No
1176,CA-2014-120243,Female,Month-to-month,Yes,Credit card (automatic),109.9,669.45,Yes
1177,CA-2016-113621,Male,Two year,No,Mailed check,79.2,3593.8,No
1178,CA-2016-113621,Male,Month-to-month,Yes,Electronic check,101.35,1553.95,Yes
1179,CA-2016-168081,Male,Month-to-month,Yes,Electronic check,94.3,3953.15,No
1180,CA-2014-128146,Male,Two year,Yes,Bank transfer (automatic),49.8,1971.15,No
1181,CA-2014-128146,Male,Month-to-month,Yes,Bank transfer (automatic),60.05,1236.15,Yes
1182,CA-2017-138779,Male,Month-to-month,Yes,Electronic check,53.75,3196.0,No
1183,CA-2017-138779,Male,One year,Yes,Electronic check,93.45,4872.2,No
1184,CA-2014-127131,Female,Month-to-month,Yes,Mailed check,87.9,1500.5,No
1185,CA-2014-127131,Female,Month-to-month,Yes,Electronic check,60.15,60.15,Yes
1186,CA-2014-127131,Female,One year,Yes,Bank transfer (automatic),61.05,3478.75,No
1187,CA-2014-127131,Female,Two year,No,Bank transfer (automatic),104.05,7413.55,No
1188,CA-2017-117212,Male,One year,Yes,Electronic check,99.25,3532.0,No
1189,CA-2017-117212,Female,Month-to-month,No,Credit card (automatic),85.7,256.75,No
1190,CA-2017-117212,Female,One year,Yes,Electronic check,104.85,3887.25,No
1191,CA-2017-117212,Male,Two year,Yes,Credit card (automatic),69.15,2490.15,No
1192,CA-2017-117212,Female,Month-to-month,Yes,Electronic check,90.45,593.45,Yes
1193,US-2015-130519,Male,Two year,No,Mailed check,74.45,3510.3,No
1194,US-2015-130519,Female,Month-to-month,No,Electronic check,50.45,765.45,No
1195,US-2015-130519,Male,Month-to-month,Yes,Electronic check,60.0,1259.35,No
1196,US-2015-130519,Male,Two year,No,Electronic check,85.25,5538.35,No
1197,CA-2016-130946,Male,Month-to-month,Yes,Credit card (automatic),19.45,340.85,No
1198,CA-2016-130946,Male,Two year,Yes,Bank transfer (automatic),20.75,844.45,No
1199,CA-2016-130946,Female,Month-to-month,No,Electronic check,78.9,1348.95,No
1200,CA-2016-114727,Male,One year,Yes,Credit card (automatic),104.5,3778.0,No
1201,CA-2016-114727,Male,Month-to-month,Yes,Electronic check,49.4,611.65,No
1202,CA-2016-114727,Male,One year,Yes,Bank transfer (automatic),94.25,4867.95,Yes
1203,CA-2016-114727,Female,Two year,No,Mailed check,25.0,1505.05,No
1204,CA-2016-114727,Male,Month-to-month,No,Credit card (automatic),25.55,467.85,No
1205,CA-2017-133235,Male,Month-to-month,Yes,Electronic check,74.9,74.9,Yes
1206,CA-2016-137050,Male,Month-to-month,Yes,Electronic check,70.15,194.2,No
1207,CA-2016-137050,Male,Month-to-month,Yes,Credit card (automatic),69.4,571.45,No
1208,CA-2016-137050,Male,Month-to-month,Yes,Electronic check,80.25,80.25,Yes
1209,CA-2016-137050,Female,One year,Yes,Electronic check,93.15,5253.95,No
1210,CA-2016-137050,Male,Month-to-month,Yes,Electronic check,69.0,1149.65,Yes
1211,CA-2016-137050,Female,Month-to-month,Yes,Electronic check,66.35,740.8,Yes
1212,US-2017-118087,Female,Month-to-month,Yes,Electronic check,69.55,521.35,No
1213,US-2017-118087,Male,Two year,No,Bank transfer (automatic),20.2,1412.65,No
1214,US-2017-118087,Male,Month-to-month,Yes,Bank transfer (automatic),86.0,1532.45,Yes
1215,US-2017-118087,Male,Month-to-month,Yes,Electronic check,80.3,250.05,Yes
1216,US-2017-118087,Male,Two year,No,Credit card (automatic),20.4,1090.6,No
1217,US-2017-118087,Female,One year,Yes,Credit card (automatic),23.75,1446.8,No
1218,US-2017-118087,Male,Month-to-month,Yes,Credit card (automatic),90.55,2282.55,Yes
1219,US-2017-118087,Female,Month-to-month,Yes,Credit card (automatic),70.45,4300.45,No
1220,CA-2014-110184,Male,Month-to-month,No,Bank transfer (automatic),65.75,1111.2,No
1221,CA-2014-110184,Female,Month-to-month,Yes,Mailed check,24.6,190.1,No
1222,CA-2016-126004,Female,Two year,No,Mailed check,69.25,4447.75,No
1223,CA-2016-126004,Male,Month-to-month,Yes,Electronic check,75.9,143.35,Yes
1224,CA-2016-126004,Female,Month-to-month,Yes,Mailed check,45.85,45.85,Yes
1225,CA-2016-126004,Male,Month-to-month,Yes,Electronic check,49.95,810.2,Yes
1226,CA-2016-126004,Female,Two year,No,Bank transfer (automatic),24.65,1830.05,No
1227,CA-2016-126004,Male,One year,No,Bank transfer (automatic),90.4,2820.65,No
1228,CA-2017-100013,Female,Month-to-month,Yes,Mailed check,100.85,4847.35,No
1229,CA-2017-100013,Female,Two year,No,Credit card (automatic),75.35,4729.3,No
1230,CA-2017-100013,Male,Month-to-month,No,Electronic check,87.2,4017.45,No
1231,CA-2015-132570,Female,Month-to-month,No,Credit card (automatic),64.4,1398.6,No
1232,CA-2015-132570,Female,Month-to-month,No,Electronic check,78.3,2564.3,Yes
1233,CA-2016-153682,Male,Two year,No,Bank transfer (automatic),24.7,1685.9,No
1234,CA-2016-144344,Male,One year,Yes,Electronic check,105.85,5826.65,No
1235,CA-2016-144344,Female,One year,Yes,Mailed check,98.3,6066.55,No
1236,CA-2016-144344,Male,Month-to-month,Yes,Electronic check,76.95,228.4,Yes
1237,CA-2016-144344,Female,One year,No,Mailed check,19.45,270.2,No
1238,CA-2014-127012,Male,Month-to-month,Yes,Electronic check,96.15,1529.2,Yes
1239,CA-2014-127012,Male,Month-to-month,Yes,Credit card (automatic),58.7,168.6,No
1240,CA-2014-127012,Male,Month-to-month,Yes,Mailed check,20.15,536.35,No
1241,CA-2016-128727,Male,Month-to-month,Yes,Mailed check,64.5,1888.45,No
1242,US-2016-162859,Male,Month-to-month,No,Electronic check,28.5,629.35,No
1243,US-2016-162859,Female,Month-to-month,No,Electronic check,45.3,45.3,Yes
1244,CA-2017-133641,Female,Month-to-month,No,Bank transfer (automatic),19.4,289.3,Yes
1245,CA-2014-168494,Male,Month-to-month,Yes,Electronic check,90.45,2117.25,No
1246,CA-2014-168494,Male,Month-to-month,Yes,Electronic check,105.15,4730.9,No
1247,CA-2014-168494,Male,One year,No,Bank transfer (automatic),83.15,2033.05,No
1248,CA-2017-115602,Male,Month-to-month,No,Electronic check,90.15,987.95,Yes
1249,CA-2017-115602,Female,Month-to-month,No,Mailed check,45.05,45.05,Yes
1250,CA-2017-115602,Female,Two year,No,Bank transfer (automatic),103.2,5744.35,No
1251,CA-2017-115602,Female,Month-to-month,No,Electronic check,75.8,75.8,Yes
1252,CA-2015-154956,Female,Month-to-month,No,Electronic check,19.45,19.45,No
1253,CA-2017-144638,Male,Month-to-month,Yes,Electronic check,79.3,523.15,Yes
1254,CA-2017-144638,Female,Two year,No,Credit card (automatic),88.8,4805.3,No
1255,CA-2017-144638,Female,Month-to-month,Yes,Electronic check,30.9,59.05,Yes
1256,CA-2017-144638,Male,Two year,Yes,Credit card (automatic),85.9,6110.75,No
1257,US-2016-168620,Female,One year,No,Electronic check,34.2,1596.6,No
1258,US-2016-168620,Female,Two year,No,Mailed check,20.15,1046.2,No
1259,US-2016-168620,Female,One year,No,Credit card (automatic),95.25,4424.2,Yes
1260,CA-2017-117079,Female,Month-to-month,Yes,Mailed check,50.3,92.75,No
1261,US-2016-144393,Female,Month-to-month,Yes,Electronic check,80.15,194.55,No
1262,CA-2017-105053,Female,Month-to-month,Yes,Electronic check,51.25,612.1,No
1263,CA-2016-155992,Female,Month-to-month,Yes,Bank transfer (automatic),89.6,6127.6,Yes
1264,CA-2016-155992,Male,Two year,Yes,Credit card (automatic),95.2,6671.7,No
1265,CA-2017-110380,Female,One year,No,Credit card (automatic),94.8,5264.3,No
1266,US-2014-167738,Male,Month-to-month,Yes,Electronic check,80.25,303.7,No
1267,US-2014-167738,Male,Two year,Yes,Bank transfer (automatic),76.1,4818.8,No
1268,CA-2017-121412,Male,One year,Yes,Electronic check,110.15,6448.05,Yes
1269,CA-2017-100426,Male,Two year,No,Bank transfer (automatic),115.55,7159.05,No
1270,US-2016-103646,Male,Two year,No,Credit card (automatic),24.65,1574.5,No
1271,US-2016-103646,Female,One year,Yes,Electronic check,53.6,2879.2,No
1272,US-2016-103646,Female,Month-to-month,No,Mailed check,19.45,86.05,No
1273,CA-2016-119186,Female,Month-to-month,Yes,Electronic check,88.2,4159.45,No
1274,CA-2016-119186,Male,Two year,Yes,Bank transfer (automatic),101.15,6638.35,No
1275,CA-2016-119186,Female,Two year,No,Mailed check,56.8,3112.05,No
1276,CA-2016-119186,Male,Two year,Yes,Electronic check,99.4,7168.25,No
1277,CA-2016-148698,Male,Two year,Yes,Credit card (automatic),20.1,1326.25,No
1278,CA-2014-163293,Female,One year,No,Credit card (automatic),60.7,2234.55,No
1279,CA-2014-163293,Male,One year,Yes,Bank transfer (automatic),20.95,495.15,No
1280,CA-2016-160815,Male,Two year,Yes,Bank transfer (automatic),114.85,8317.95,No
1281,CA-2017-122154,Female,One year,Yes,Bank transfer (automatic),19.25,679.8,No
1282,CA-2017-122154,Male,Month-to-month,Yes,Mailed check,62.8,62.8,No
1283,CA-2017-122154,Male,Two year,Yes,Electronic check,105.5,7544.0,No
1284,US-2015-149692,Male,Two year,No,Mailed check,19.85,1188.25,No
1285,CA-2016-119445,Male,Month-to-month,Yes,Electronic check,89.5,676.7,Yes
1286,CA-2015-124268,Male,One year,No,Credit card (automatic),74.1,74.1,No
1287,CA-2016-154711,Female,Month-to-month,Yes,Electronic check,107.5,3242.5,No
1288,CA-2016-154711,Female,Two year,No,Mailed check,19.55,1240.15,No
1289,CA-2016-154711,Male,One year,No,Bank transfer (automatic),68.8,4111.35,No
1290,CA-2016-163384,Male,Two year,No,Credit card (automatic),84.45,5899.85,No
1291,CA-2016-163384,Female,Month-to-month,No,Electronic check,75.0,632.95,Yes
1292,CA-2015-101707,Male,Two year,No,Bank transfer (automatic),84.5,5193.2,No
1293,CA-2015-101707,Female,Two year,Yes,Bank transfer (automatic),111.2,7530.8,No
1294,CA-2015-101707,Male,Month-to-month,No,Electronic check,44.75,270.95,Yes
1295,CA-2015-138898,Female,Two year,Yes,Bank transfer (automatic),80.6,5460.2,No
1296,CA-2017-115427,Male,Month-to-month,No,Bank transfer (automatic),80.7,1614.2,No
1297,CA-2017-115427,Female,Month-to-month,No,Electronic check,75.6,402.5,No
1298,CA-2016-134425,Female,One year,No,Electronic check,57.6,1367.75,No
1299,CA-2015-121391,Male,Month-to-month,Yes,Electronic check,44.05,483.7,Yes
1300,CA-2016-137043,Male,Two year,Yes,Credit card (automatic),110.6,7962.2,No
1301,CA-2016-137043,Female,Two year,Yes,Credit card (automatic),58.2,3810.8,No
1302,CA-2015-115847,Female,Two year,Yes,Mailed check,81.0,3533.6,No
1303,US-2017-126179,Female,Two year,No,Bank transfer (automatic),19.7,1396.9,No
1304,US-2017-126179,Female,Month-to-month,Yes,Bank transfer (automatic),85.6,1345.55,Yes
1305,CA-2016-101966,Male,Month-to-month,Yes,Bank transfer (automatic),59.55,1646.45,No
1306,CA-2016-141397,Female,One year,No,Credit card (automatic),115.55,8127.6,Yes
1307,CA-2016-141397,Female,One year,Yes,Mailed check,75.55,2680.15,No
1308,CA-2016-141397,Female,Month-to-month,Yes,Electronic check,86.6,1281.0,Yes
1309,CA-2016-141397,Female,Month-to-month,Yes,Electronic check,85.2,1553.9,Yes
1310,CA-2016-141397,Female,Month-to-month,Yes,Electronic check,97.65,3207.55,Yes
1311,CA-2016-141082,Female,One year,Yes,Credit card (automatic),45.1,2049.05,No
1312,CA-2016-141082,Male,One year,Yes,Bank transfer (automatic),70.95,3629.2,No
1313,US-2016-134488,Male,Month-to-month,Yes,Electronic check,109.55,5124.55,Yes
1314,CA-2016-145919,Female,One year,Yes,Electronic check,89.55,3474.45,Yes
1315,CA-2016-145919,Male,Two year,No,Credit card (automatic),20.9,202.3,No
1316,CA-2016-145919,Male,Month-to-month,Yes,Mailed check,19.95,147.5,No
1317,CA-2017-157651,Male,Month-to-month,No,Mailed check,24.6,86.35,No
1318,CA-2014-160773,Male,Month-to-month,Yes,Electronic check,66.7,579.0,No
1319,CA-2014-160773,Male,Month-to-month,Yes,Mailed check,19.45,19.45,Yes
1320,CA-2017-167703,Female,One year,No,Mailed check,94.8,3131.55,No
1321,CA-2017-167703,Male,One year,Yes,Bank transfer (automatic),65.85,3928.3,No
1322,CA-2017-121804,Female,Month-to-month,Yes,Bank transfer (automatic),19.95,187.75,No
1323,CA-2017-162635,Male,Two year,Yes,Bank transfer (automatic),24.65,1710.15,No
1324,CA-2014-107153,Female,Month-to-month,No,Mailed check,20.35,76.35,Yes
1325,US-2014-117058,Male,Month-to-month,Yes,Electronic check,69.25,69.25,Yes
1326,CA-2015-120439,Male,One year,Yes,Bank transfer (automatic),51.25,2151.6,No
1327,CA-2016-128258,Male,One year,Yes,Bank transfer (automatic),99.5,5961.1,Yes
1328,CA-2017-106033,Male,Month-to-month,No,Electronic check,54.25,1221.55,No
1329,CA-2016-142762,Male,Two year,No,Bank transfer (automatic),19.4,1496.45,No
1330,CA-2017-127705,Male,One year,Yes,Credit card (automatic),56.25,1292.2,No
1331,CA-2017-127705,Male,Month-to-month,Yes,Mailed check,25.15,25.15,No
1332,CA-2014-122567,Female,Two year,No,Bank transfer (automatic),23.95,1713.1,No
1333,CA-2014-122567,Male,One year,Yes,Mailed check,35.4,1748.9,No
1334,CA-2014-121664,Male,Month-to-month,Yes,Electronic check,25.2,25.2,Yes
