,Order ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
1977,CA-2014-110408,Male,No,25.0,Yes,Doctor,1.0,Low,2.0,Cat_3,C
1978,CA-2015-109939,Male,No,40.0,No,Marketing,0.0,Low,5.0,Cat_4,B
1979,CA-2016-112669,Male,No,45.0,Yes,Marketing,1.0,Low,1.0,Cat_4,B
1980,CA-2016-112669,Male,Yes,32.0,Yes,Entertainment,1.0,Average,2.0,Cat_4,B
1981,CA-2015-119592,Male,Yes,38.0,Yes,Artist,0.0,Low,3.0,Cat_1,A
1982,CA-2014-122749,Female,No,38.0,Yes,Artist,8.0,Low,2.0,Cat_3,B
1983,CA-2014-164721,Female,Yes,48.0,Yes,Engineer,7.0,Low,3.0,Cat_3,D
1984,CA-2014-164721,Female,No,71.0,Yes,Doctor,0.0,Low,1.0,Cat_6,B
1985,CA-2014-164721,Female,Yes,46.0,Yes,Artist,3.0,Low,3.0,Cat_6,A
1986,CA-2016-147417,Female,Yes,46.0,Yes,Artist,9.0,Low,2.0,Cat_6,A
1987,CA-2015-127509,Female,Yes,49.0,Yes,Artist,7.0,Low,2.0,Cat_6,C
1988,CA-2015-127509,Male,Yes,43.0,No,Entertainment,0.0,Low,3.0,Cat_4,B
1989,CA-2015-127509,Female,No,38.0,Yes,Artist,6.0,Low,4.0,Cat_4,A
1990,CA-2015-127509,Male,No,25.0,Yes,Healthcare,8.0,Low,4.0,Cat_6,A
1991,CA-2017-111374,Female,Yes,46.0,Yes,Engineer,0.0,Low,4.0,Cat_1,A
1992,CA-2017-133648,Female,No,28.0,Yes,Engineer,9.0,Low,3.0,Cat_6,D
1993,CA-2017-133648,Female,No,41.0,Yes,Entertainment,5.0,Low,4.0,Cat_6,A
1994,CA-2017-133648,Female,No,32.0,Yes,Artist,9.0,Low,5.0,Cat_6,D
1995,US-2017-147221,Female,No,21.0,No,Healthcare,0.0,Low,4.0,Cat_3,C
1996,US-2017-147221,Male,No,22.0,No,Healthcare,1.0,Low,6.0,Cat_4,D
1997,CA-2014-131905,Male,No,27.0,No,Healthcare,0.0,Low,5.0,Cat_4,D
1998,CA-2014-131905,Male,Yes,40.0,Yes,Artist,0.0,Average,2.0,Cat_2,C
1999,CA-2014-131905,Female,Yes,68.0,No,Engineer,0.0,Low,1.0,Cat_4,A
2000,CA-2017-166128,Female,No,25.0,No,Homemaker,1.0,Low,7.0,Cat_4,A
2001,CA-2017-166128,Male,No,28.0,No,Healthcare,1.0,Low,4.0,Cat_4,A
2002,CA-2017-163510,Male,No,28.0,No,Marketing,2.0,Low,8.0,Cat_4,B
2003,CA-2017-163510,Male,No,27.0,No,Entertainment,1.0,Low,3.0,Cat_4,A
2004,US-2017-143028,Male,Yes,67.0,No,Entertainment,5.0,Average,4.0,Cat_4,A
2005,CA-2014-111150,Male,Yes,46.0,No,Executive,4.0,Low,9.0,Cat_4,D
2006,CA-2014-111150,Female,No,33.0,No,Entertainment,8.0,Low,4.0,Cat_4,C
2007,CA-2017-165386,Female,Yes,40.0,Yes,Doctor,6.0,Average,3.0,Cat_4,A
2008,CA-2014-116407,Female,Yes,48.0,No,Doctor,5.0,Average,7.0,Cat_4,C
2009,CA-2014-116407,Male,Yes,42.0,No,Executive,0.0,High,5.0,Cat_4,A
2010,CA-2014-116407,Male,No,56.0,Yes,Executive,1.0,Low,1.0,Cat_6,A
2011,CA-2015-155761,Female,No,51.0,Yes,Engineer,3.0,Low,1.0,Cat_6,B
2012,CA-2015-155761,Female,No,27.0,Yes,Healthcare,0.0,Low,1.0,Cat_7,D
2013,CA-2016-145905,Female,No,25.0,Yes,Doctor,7.0,Low,3.0,Cat_4,D
2014,CA-2016-145905,Female,Yes,51.0,No,Artist,9.0,High,2.0,Cat_4,A
2015,CA-2016-145905,Female,Yes,26.0,Yes,Healthcare,9.0,Average,2.0,Cat_6,B
2016,CA-2015-113110,Female,No,35.0,Yes,Doctor,0.0,Low,1.0,Cat_6,B
2017,CA-2015-113110,Female,No,25.0,Yes,Doctor,1.0,Low,3.0,Cat_6,A
2018,CA-2015-113110,Male,No,30.0,No,Healthcare,6.0,Low,3.0,Cat_6,A
2019,CA-2015-113110,Female,No,41.0,Yes,Healthcare,9.0,Low,1.0,Cat_6,D
2020,CA-2016-168354,Male,Yes,42.0,Yes,Artist,6.0,Low,3.0,Cat_6,A
2021,CA-2016-168354,Female,Yes,40.0,Yes,Artist,8.0,High,5.0,Cat_6,A
2022,CA-2016-168354,Male,No,36.0,Yes,Entertainment,13.0,Low,1.0,Cat_6,A
2023,CA-2016-168354,Female,No,39.0,Yes,Artist,9.0,Low,1.0,Cat_6,B
2024,US-2017-111241,Male,Yes,40.0,Yes,Executive,7.0,High,3.0,Cat_6,A
2025,CA-2015-114237,Female,Yes,40.0,Yes,Engineer,1.0,Average,2.0,Cat_6,D
2026,CA-2016-113516,Male,No,28.0,Yes,Artist,9.0,Low,6.0,Cat_6,D
2027,CA-2016-113516,Female,No,31.0,Yes,Marketing,8.0,Low,6.0,Cat_1,D
2028,CA-2015-117961,Male,No,41.0,Yes,Artist,4.0,Low,1.0,Cat_6,D
2029,CA-2015-117961,Female,No,28.0,Yes,Engineer,9.0,Low,5.0,Cat_6,A
2030,CA-2015-117961,Male,No,30.0,Yes,Healthcare,1.0,Low,1.0,Cat_6,A
2031,CA-2015-117961,Female,No,30.0,Yes,Healthcare,1.0,Low,1.0,Cat_6,D
2032,CA-2016-128923,Female,No,38.0,Yes,Artist,9.0,Low,2.0,Cat_6,D
2033,CA-2016-128923,Male,Yes,43.0,Yes,Artist,7.0,Low,1.0,Cat_7,A
2034,CA-2017-162481,Male,No,29.0,Yes,Entertainment,9.0,Low,1.0,Cat_6,A
2035,CA-2017-162481,Female,No,30.0,Yes,Healthcare,9.0,Low,3.0,Cat_6,A
2036,CA-2015-119214,Male,Yes,27.0,Yes,Healthcare,0.0,Low,2.0,Cat_6,D
2037,CA-2015-119214,Female,Yes,48.0,Yes,Artist,0.0,Average,2.0,Cat_6,B
2038,CA-2015-122287,Female,No,51.0,Yes,Artist,1.0,Low,1.0,Cat_6,C
2039,CA-2015-122287,Female,No,48.0,Yes,Marketing,0.0,Low,1.0,Cat_6,A
2040,CA-2015-122287,Female,No,28.0,Yes,Marketing,9.0,Low,1.0,Cat_6,B
2041,CA-2015-122287,Female,No,40.0,Yes,Artist,3.0,Low,1.0,Cat_6,A
2042,CA-2015-104493,Male,Yes,51.0,Yes,Artist,1.0,Low,2.0,Cat_6,B
2043,US-2017-158946,Female,Yes,36.0,No,Marketing,8.0,Low,2.0,Cat_6,A
2044,CA-2014-129168,Female,No,51.0,Yes,Marketing,9.0,Low,1.0,Cat_6,D
2045,CA-2016-131835,Male,Yes,45.0,Yes,Executive,5.0,High,4.0,Cat_4,A
2046,CA-2016-131835,Male,No,40.0,Yes,Artist,8.0,Low,1.0,Cat_6,A
2047,CA-2016-131835,Male,No,40.0,Yes,Artist,0.0,Low,1.0,Cat_7,B
2048,CA-2015-142237,Male,Yes,41.0,Yes,Artist,2.0,Low,2.0,Cat_6,B
2049,CA-2015-142237,Male,Yes,43.0,Yes,Entertainment,0.0,Average,4.0,Cat_6,C
2050,CA-2015-142237,Male,Yes,21.0,No,Healthcare,1.0,Low,3.0,Cat_6,A
2051,CA-2015-142237,Male,No,23.0,No,Healthcare,1.0,Low,4.0,Cat_6,D
2052,CA-2015-142237,Female,No,31.0,No,Doctor,0.0,Low,3.0,Cat_6,C
2053,CA-2015-142237,Female,Yes,42.0,Yes,Entertainment,6.0,Low,2.0,Cat_6,B
2054,CA-2016-136434,Male,Yes,61.0,No,Artist,0.0,Low,1.0,Cat_7,A
2055,CA-2017-120376,Female,Yes,45.0,Yes,Homemaker,0.0,Low,1.0,Cat_3,A
2056,CA-2017-120376,Female,Yes,63.0,Yes,Artist,5.0,Low,1.0,Cat_3,C
2057,CA-2017-120376,Male,Yes,86.0,No,Lawyer,0.0,Low,1.0,Cat_6,B
2058,CA-2017-120376,Female,Yes,67.0,No,Engineer,0.0,High,3.0,Cat_7,C
2059,CA-2014-106439,Male,Yes,71.0,No,Executive,0.0,High,3.0,Cat_7,A
2060,CA-2014-106439,Female,Yes,43.0,No,Entertainment,14.0,Low,2.0,Cat_3,A
2061,CA-2014-106439,Male,Yes,28.0,No,Entertainment,14.0,Low,2.0,Cat_6,A
2062,CA-2014-106439,Male,Yes,47.0,No,Entertainment,0.0,Low,2.0,Cat_6,B
2063,CA-2014-106439,Female,Yes,53.0,Yes,Artist,0.0,Average,4.0,Cat_6,B
2064,CA-2014-106439,Female,Yes,36.0,No,Entertainment,1.0,Average,2.0,Cat_4,A
2065,CA-2014-106439,Male,Yes,35.0,No,Entertainment,1.0,Low,2.0,Cat_4,D
2066,CA-2014-106439,Female,Yes,48.0,Yes,Artist,1.0,High,4.0,Cat_4,B
2067,CA-2014-106439,Female,Yes,60.0,Yes,Artist,3.0,Low,3.0,Cat_4,C
2068,CA-2015-133452,Female,Yes,45.0,No,Executive,3.0,Low,1.0,Cat_6,D
2069,CA-2015-133452,Female,Yes,42.0,No,Engineer,0.0,Low,2.0,Cat_6,A
2070,CA-2016-146521,Female,Yes,89.0,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
2071,US-2017-110996,Female,No,23.0,No,Marketing,4.0,Low,2.0,Cat_3,D
2072,CA-2016-129693,Male,Yes,46.0,Yes,Homemaker,11.0,Low,1.0,Cat_3,A
2073,CA-2017-122504,Male,No,22.0,No,Homemaker,8.0,Low,4.0,Cat_4,D
2074,CA-2017-122504,Female,No,30.0,No,Healthcare,0.0,Low,7.0,Cat_6,B
2075,CA-2014-131051,Male,Yes,58.0,Yes,Entertainment,0.0,Low,7.0,Cat_6,B
2076,CA-2017-140676,Male,Yes,73.0,Yes,Artist,0.0,Average,4.0,Cat_6,C
2077,CA-2017-140676,Female,Yes,71.0,Yes,Lawyer,0.0,Low,1.0,Cat_6,A
2078,CA-2017-140676,Female,Yes,35.0,No,Engineer,0.0,Low,5.0,Cat_6,A
2079,CA-2015-120103,Male,Yes,52.0,Yes,Entertainment,1.0,Average,4.0,Cat_6,D
2080,CA-2015-120103,Male,Yes,84.0,Yes,Lawyer,0.0,Low,2.0,Cat_6,A
2081,CA-2015-120103,Male,Yes,47.0,Yes,Entertainment,1.0,Average,5.0,Cat_6,C
2082,CA-2017-104647,Male,Yes,39.0,No,Executive,0.0,Low,2.0,Cat_6,B
2083,CA-2014-110352,Female,Yes,40.0,No,Engineer,0.0,Low,3.0,Cat_4,D
2084,CA-2016-140501,Female,No,46.0,Yes,Artist,1.0,Low,1.0,Cat_6,C
2085,CA-2016-140501,Male,No,40.0,Yes,Artist,3.0,Low,2.0,Cat_6,B
2086,CA-2016-140501,Female,No,27.0,No,Artist,1.0,Low,6.0,Cat_6,D
2087,CA-2016-140501,Female,No,23.0,No,Healthcare,4.0,Low,4.0,Cat_7,A
2088,CA-2016-140501,Female,No,21.0,Yes,Artist,1.0,Low,2.0,Cat_6,A
2089,CA-2015-139290,Male,Yes,70.0,No,Lawyer,2.0,High,2.0,Cat_6,B
2090,CA-2017-166142,Male,Yes,28.0,Yes,Entertainment,1.0,Low,2.0,Cat_6,D
2091,CA-2017-166142,Female,Yes,58.0,Yes,Homemaker,1.0,Low,4.0,Cat_6,C
2092,CA-2014-145926,Female,Yes,27.0,Yes,Entertainment,0.0,Average,2.0,Cat_6,A
2093,CA-2015-149678,Female,Yes,49.0,No,Engineer,0.0,Average,5.0,Cat_6,A
2094,US-2015-164357,Female,Yes,37.0,No,Engineer,8.0,Average,3.0,Cat_6,B
2095,US-2016-146570,Male,Yes,39.0,No,Entertainment,1.0,Average,4.0,Cat_6,B
2096,US-2016-146570,Female,No,28.0,No,Doctor,2.0,Low,4.0,Cat_6,A
2097,US-2016-146570,Male,Yes,73.0,No,Entertainment,0.0,Average,2.0,Cat_6,A
2098,CA-2017-124401,Female,Yes,51.0,Yes,Artist,1.0,Average,5.0,Cat_3,C
2099,CA-2017-124401,Female,Yes,48.0,Yes,Doctor,8.0,Average,3.0,Cat_2,B
2100,US-2014-140116,Male,Yes,72.0,Yes,Homemaker,9.0,Low,3.0,Cat_2,D
2101,US-2014-140116,Male,Yes,47.0,No,Artist,1.0,Average,3.0,Cat_6,D
2102,CA-2014-123295,Female,Yes,67.0,Yes,Doctor,0.0,Low,1.0,Cat_4,A
2103,CA-2017-167101,Male,Yes,77.0,Yes,Lawyer,0.0,High,2.0,Cat_4,C
2104,CA-2017-167101,Male,Yes,46.0,Yes,Artist,3.0,Average,3.0,Cat_6,A
2105,US-2014-167633,Female,Yes,52.0,Yes,Artist,1.0,Average,4.0,Cat_6,B
2106,US-2014-152723,Male,Yes,67.0,No,Lawyer,1.0,Low,1.0,Cat_6,B
2107,CA-2015-164882,Male,Yes,62.0,Yes,Doctor,0.0,Average,4.0,Cat_6,D
2108,CA-2015-164882,Male,Yes,45.0,Yes,Doctor,8.0,Average,3.0,Cat_4,B
2109,CA-2015-164882,Male,Yes,40.0,Yes,Doctor,1.0,Average,5.0,Cat_4,D
2110,CA-2015-164882,Female,Yes,60.0,Yes,Artist,4.0,Average,2.0,Cat_3,A
2111,CA-2015-164882,Female,Yes,37.0,Yes,Doctor,8.0,Average,4.0,Cat_2,A
2112,CA-2015-164882,Male,Yes,69.0,No,Executive,2.0,High,1.0,Cat_6,D
2113,CA-2015-164882,Female,Yes,58.0,Yes,Artist,1.0,High,4.0,Cat_6,C
2114,CA-2015-164882,Male,Yes,52.0,Yes,Artist,1.0,Low,4.0,Cat_6,C
2115,CA-2015-164882,Male,No,20.0,No,Healthcare,2.0,Low,5.0,Cat_6,A
2116,CA-2015-159786,Female,No,23.0,No,Healthcare,6.0,Low,4.0,Cat_2,D
2117,CA-2016-130267,Male,Yes,66.0,Yes,Artist,0.0,Low,1.0,Cat_4,D
2118,CA-2017-155460,Male,No,19.0,No,Healthcare,1.0,Low,3.0,Cat_2,A
2119,CA-2017-155460,Female,Yes,53.0,Yes,Artist,0.0,Average,5.0,Cat_6,D
2120,US-2017-168690,Female,Yes,59.0,Yes,Homemaker,6.0,Low,1.0,Cat_6,B
2121,CA-2017-158246,Female,Yes,61.0,Yes,Artist,0.0,Average,4.0,Cat_4,D
2122,CA-2017-167381,Female,Yes,68.0,Yes,Engineer,1.0,Low,2.0,Cat_4,B
2123,CA-2017-167381,Male,No,20.0,No,Healthcare,1.0,Low,3.0,Cat_4,A
2124,CA-2017-144862,Male,No,20.0,No,Healthcare,1.0,Low,4.0,Cat_2,D
2125,CA-2017-144862,Female,No,49.0,Yes,Artist,0.0,Low,4.0,Cat_2,C
2126,CA-2014-126032,Male,No,19.0,No,Healthcare,1.0,Low,3.0,Cat_2,D
2127,CA-2015-134859,Female,No,27.0,No,Healthcare,1.0,Low,4.0,Cat_6,A
2128,CA-2015-134859,Male,Yes,32.0,Yes,Healthcare,1.0,Low,2.0,Cat_3,D
2129,US-2014-114188,Female,Yes,67.0,Yes,Artist,0.0,Average,3.0,Cat_4,A
2130,US-2014-114188,Male,No,27.0,No,Entertainment,1.0,Low,3.0,Cat_2,C
2131,US-2014-114188,Male,Yes,72.0,Yes,Executive,0.0,Low,3.0,Cat_6,B
2132,CA-2015-156524,Female,No,32.0,No,Doctor,1.0,Low,5.0,Cat_4,D
2133,CA-2015-122210,Female,No,28.0,No,Doctor,0.0,Low,2.0,Cat_3,B
2134,CA-2015-122210,Male,Yes,29.0,Yes,Healthcare,8.0,Low,2.0,Cat_6,D
2135,CA-2015-122210,Female,No,19.0,No,Healthcare,1.0,Low,5.0,Cat_2,D
2136,CA-2015-156377,Female,Yes,52.0,Yes,Artist,1.0,Average,5.0,Cat_2,D
2137,CA-2015-156377,Female,Yes,47.0,Yes,Doctor,1.0,Average,2.0,Cat_2,B
2138,US-2017-157896,Male,No,19.0,No,Healthcare,3.0,Low,5.0,Cat_2,A
2139,CA-2014-159520,Female,No,18.0,No,Healthcare,5.0,Low,5.0,Cat_4,D
2140,CA-2014-159520,Female,Yes,79.0,No,Lawyer,1.0,High,2.0,Cat_6,C
2141,CA-2014-159520,Female,No,19.0,No,Healthcare,1.0,Low,4.0,Cat_4,A
2142,CA-2016-155481,Female,Yes,48.0,Yes,Artist,0.0,Low,3.0,Cat_2,C
2143,CA-2016-155481,Male,Yes,52.0,Yes,Artist,1.0,Average,3.0,Cat_2,C
2144,CA-2016-155481,Male,No,23.0,No,Healthcare,1.0,Low,4.0,Cat_6,D
2145,US-2016-152051,Female,Yes,58.0,Yes,Artist,1.0,Low,1.0,Cat_4,A
2146,US-2016-152051,Female,Yes,69.0,Yes,Engineer,1.0,Low,1.0,Cat_6,B
2147,US-2016-152051,Male,Yes,37.0,Yes,Entertainment,4.0,Low,1.0,Cat_6,B
2148,CA-2014-141607,Female,No,30.0,No,Healthcare,0.0,Low,3.0,Cat_6,D
2149,CA-2017-102771,Female,No,25.0,No,Healthcare,0.0,Low,4.0,Cat_6,D
2150,US-2017-139969,Female,No,39.0,Yes,Engineer,8.0,Low,2.0,Cat_4,C
2151,CA-2014-167360,Male,Yes,43.0,Yes,Entertainment,3.0,Low,2.0,Cat_4,D
2152,CA-2015-123505,Female,No,32.0,No,Engineer,0.0,Low,1.0,Cat_4,A
2153,CA-2016-117282,Male,No,23.0,No,Healthcare,0.0,Low,5.0,Cat_3,A
2154,US-2016-120460,Female,No,30.0,No,Healthcare,1.0,Low,3.0,Cat_4,D
2155,CA-2016-111115,Female,Yes,41.0,No,Engineer,1.0,Low,2.0,Cat_4,C
2156,CA-2014-124646,Male,Yes,49.0,Yes,Artist,1.0,Average,2.0,Cat_5,A
2157,CA-2014-124646,Male,Yes,66.0,No,Executive,6.0,Low,3.0,Cat_4,B
2158,CA-2017-148166,Female,Yes,67.0,Yes,Doctor,1.0,Low,2.0,Cat_6,D
2159,CA-2016-159737,Male,No,30.0,Yes,Healthcare,0.0,Low,2.0,Cat_6,A
2160,CA-2016-141019,Female,No,39.0,Yes,Doctor,6.0,Low,1.0,Cat_2,C
2161,CA-2016-101938,Female,No,52.0,Yes,Artist,0.0,Low,4.0,Cat_2,C
2162,CA-2017-166296,Female,Yes,57.0,Yes,Artist,0.0,Average,5.0,Cat_6,A
2163,CA-2016-154018,Male,Yes,63.0,Yes,Executive,1.0,High,1.0,Cat_6,B
2164,CA-2016-154018,Female,Yes,52.0,No,Homemaker,4.0,High,3.0,Cat_6,B
2165,CA-2016-154018,Male,Yes,61.0,Yes,Homemaker,8.0,Average,2.0,Cat_6,C
2166,CA-2016-154018,Male,Yes,35.0,Yes,Entertainment,7.0,Low,2.0,Cat_6,D
2167,CA-2016-154018,Male,Yes,52.0,Yes,Artist,4.0,Average,2.0,Cat_6,B
2168,CA-2017-117870,Female,Yes,45.0,Yes,Engineer,2.0,High,2.0,Cat_4,A
2169,CA-2017-117870,Male,Yes,37.0,Yes,Entertainment,8.0,Average,2.0,Cat_6,A
2170,CA-2017-117870,Female,Yes,45.0,Yes,Engineer,1.0,Average,2.0,Cat_6,D
2171,US-2017-137491,Female,Yes,55.0,Yes,Engineer,0.0,Average,2.0,Cat_6,B
2172,CA-2014-152296,Female,Yes,49.0,Yes,Engineer,4.0,Average,2.0,Cat_3,C
2173,CA-2016-112025,Female,Yes,42.0,No,Entertainment,1.0,Low,6.0,Cat_3,D
2174,CA-2015-132507,Female,Yes,39.0,Yes,Doctor,3.0,High,2.0,Cat_4,A
2175,CA-2016-125738,Male,No,18.0,No,Healthcare,0.0,Low,3.0,Cat_3,B
2176,CA-2016-125738,Male,Yes,43.0,No,Artist,1.0,Average,3.0,Cat_3,B
2177,CA-2016-125738,Male,Yes,50.0,No,Executive,1.0,Average,4.0,Cat_6,B
2178,CA-2016-125738,Male,Yes,37.0,Yes,Artist,1.0,Average,4.0,Cat_6,D
2179,CA-2016-128818,Female,No,37.0,Yes,Engineer,1.0,Low,1.0,Cat_6,C
2180,CA-2016-128818,Male,Yes,63.0,Yes,Entertainment,0.0,Low,3.0,Cat_6,B
2181,CA-2016-128818,Male,Yes,83.0,Yes,Lawyer,1.0,Low,2.0,Cat_3,A
2182,CA-2016-128818,Male,Yes,55.0,Yes,Artist,1.0,Average,3.0,Cat_3,A
2183,CA-2016-128818,Male,Yes,71.0,Yes,Artist,1.0,Low,3.0,Cat_6,D
2184,CA-2016-128818,Male,Yes,87.0,No,Lawyer,1.0,Low,1.0,Cat_4,C
2185,CA-2017-124576,Female,Yes,49.0,Yes,Entertainment,2.0,Average,5.0,Cat_3,A
2186,CA-2016-101378,Male,Yes,27.0,No,Doctor,0.0,Low,4.0,Cat_4,B
2187,CA-2017-143063,Female,Yes,25.0,No,Marketing,1.0,Low,4.0,Cat_4,D
2188,CA-2017-143063,Male,Yes,42.0,No,Healthcare,0.0,Low,2.0,Cat_3,D
2189,CA-2017-143063,Female,Yes,66.0,Yes,Artist,4.0,Low,2.0,Cat_6,A
2190,CA-2016-118913,Female,No,32.0,Yes,Healthcare,1.0,Low,1.0,Cat_6,D
2191,CA-2016-128412,Female,Yes,32.0,Yes,Doctor,4.0,Low,2.0,Cat_6,D
2192,CA-2016-128412,Female,Yes,37.0,No,Doctor,8.0,Low,1.0,Cat_2,A
2193,CA-2016-128412,Female,Yes,62.0,No,Lawyer,9.0,Low,5.0,Cat_6,B
2194,CA-2016-128412,Female,No,33.0,Yes,Healthcare,3.0,Low,4.0,Cat_4,D
2195,CA-2016-128412,Female,Yes,45.0,Yes,Homemaker,2.0,Average,2.0,Cat_3,A
2196,CA-2016-136483,Female,Yes,18.0,No,Healthcare,5.0,Low,5.0,Cat_3,D
2197,CA-2014-163013,Female,Yes,37.0,Yes,Artist,0.0,Average,3.0,Cat_3,A
2198,CA-2015-135363,Male,No,30.0,Yes,Doctor,4.0,Low,4.0,Cat_3,B
2199,CA-2015-135363,Male,No,31.0,Yes,Entertainment,5.0,Low,3.0,Cat_6,A
2200,US-2014-165659,Female,Yes,48.0,Yes,Artist,0.0,Average,4.0,Cat_3,D
2201,US-2014-165659,Male,No,31.0,Yes,Healthcare,0.0,Low,1.0,Cat_3,D
2202,CA-2015-138002,Female,Yes,36.0,Yes,Doctor,8.0,Low,2.0,Cat_4,D
2203,CA-2015-138002,Male,Yes,61.0,Yes,Entertainment,0.0,Average,6.0,Cat_6,B
2204,CA-2015-128860,Female,Yes,83.0,No,Lawyer,0.0,High,2.0,Cat_6,C
2205,CA-2016-164350,Male,Yes,77.0,No,Lawyer,1.0,High,2.0,Cat_6,C
2206,US-2014-103905,Female,Yes,46.0,Yes,Artist,3.0,High,3.0,Cat_4,B
2207,US-2014-103905,Male,Yes,48.0,Yes,Engineer,0.0,Average,3.0,Cat_3,B
2208,CA-2015-129854,Male,No,19.0,No,Healthcare,0.0,Low,5.0,Cat_3,A
2209,CA-2014-125556,Male,No,21.0,No,Healthcare,1.0,Low,3.0,Cat_6,D
2210,CA-2014-125556,Female,No,40.0,No,Engineer,1.0,Low,1.0,Cat_6,A
2211,CA-2016-162313,Male,No,27.0,No,Healthcare,0.0,Low,5.0,Cat_2,B
2212,CA-2017-107874,Female,Yes,49.0,No,Marketing,0.0,Low,1.0,Cat_5,D
2213,CA-2017-129378,Male,No,19.0,No,Healthcare,1.0,Low,4.0,Cat_5,B
2214,CA-2017-129378,Female,No,53.0,Yes,Entertainment,1.0,Low,1.0,Cat_6,D
2215,CA-2017-129378,Male,No,29.0,Yes,Artist,8.0,Low,1.0,Cat_6,D
2216,CA-2017-129378,Male,No,23.0,No,Healthcare,3.0,Low,4.0,Cat_4,B
2217,CA-2014-151953,Male,Yes,84.0,Yes,Lawyer,1.0,High,2.0,Cat_6,D
2218,CA-2017-130841,Male,No,38.0,Yes,Entertainment,0.0,Low,4.0,Cat_6,A
2219,CA-2017-130841,Male,No,26.0,Yes,Doctor,11.0,Low,2.0,Cat_7,A
2220,CA-2017-130841,Female,No,19.0,No,Healthcare,1.0,Low,4.0,Cat_2,A
2221,CA-2015-131884,Female,No,22.0,No,Healthcare,1.0,Low,4.0,Cat_6,D
2222,CA-2015-131884,Male,Yes,20.0,No,Entertainment,0.0,Low,2.0,Cat_6,D
2223,CA-2015-131884,Male,Yes,36.0,Yes,Healthcare,0.0,Low,3.0,Cat_6,C
2224,CA-2017-121909,Male,No,18.0,No,Healthcare,1.0,Low,3.0,Cat_6,D
2225,CA-2016-106383,Female,No,20.0,No,Healthcare,7.0,Low,4.0,Cat_6,A
2226,CA-2017-130771,Female,No,18.0,No,Marketing,1.0,Low,4.0,Cat_6,A
2227,CA-2017-130771,Male,Yes,32.0,No,Artist,7.0,Average,2.0,Cat_6,A
2228,CA-2016-139157,Female,No,18.0,No,Healthcare,0.0,Low,4.0,Cat_6,D
2229,CA-2014-128055,Male,No,18.0,No,Healthcare,0.0,Low,2.0,Cat_6,C
2230,CA-2014-128055,Female,No,21.0,No,Healthcare,8.0,Low,4.0,Cat_6,D
2231,CA-2017-157091,Female,Yes,75.0,Yes,Artist,1.0,High,2.0,Cat_6,C
2232,CA-2017-132122,Male,Yes,37.0,Yes,Engineer,0.0,Average,2.0,Cat_6,B
2233,CA-2015-123232,Female,Yes,35.0,Yes,Engineer,1.0,Low,3.0,Cat_3,B
2234,CA-2017-104066,Male,No,20.0,No,Healthcare,9.0,Low,3.0,Cat_6,A
2235,CA-2015-145849,Male,Yes,58.0,No,Entertainment,2.0,Average,4.0,Cat_3,D
2236,CA-2015-145849,Male,No,33.0,No,Healthcare,8.0,Low,4.0,Cat_3,D
2237,CA-2016-122322,Male,Yes,58.0,Yes,Artist,0.0,Low,3.0,Cat_6,A
2238,CA-2017-166849,Male,No,20.0,No,Healthcare,1.0,Low,5.0,Cat_6,A
2239,CA-2016-146633,Male,Yes,50.0,Yes,Artist,4.0,Average,2.0,Cat_6,B
2240,CA-2016-146633,Female,No,51.0,Yes,Homemaker,0.0,Low,2.0,Cat_6,B
2241,US-2016-126893,Female,No,27.0,No,Healthcare,8.0,Low,3.0,Cat_4,D
2242,CA-2017-103380,Female,Yes,58.0,Yes,Doctor,1.0,Average,2.0,Cat_6,D
2243,CA-2017-103380,Male,Yes,62.0,No,Executive,1.0,Low,2.0,Cat_6,A
2244,CA-2017-103380,Male,Yes,79.0,Yes,Marketing,0.0,High,2.0,Cat_6,D
2245,CA-2017-103380,Female,No,19.0,No,Healthcare,1.0,Low,4.0,Cat_6,C
2246,CA-2017-103380,Female,No,33.0,No,Engineer,0.0,Low,4.0,Cat_4,B
2247,CA-2015-116092,Male,Yes,36.0,Yes,Artist,1.0,Average,2.0,Cat_6,D
2248,CA-2015-116092,Female,Yes,29.0,Yes,Healthcare,1.0,Low,2.0,Cat_6,D
2249,CA-2015-116092,Female,Yes,28.0,No,Healthcare,3.0,Low,3.0,Cat_2,A
2250,CA-2015-116092,Female,No,22.0,No,Healthcare,0.0,Low,4.0,Cat_6,D
2251,CA-2015-116092,Male,No,21.0,No,Healthcare,1.0,Low,3.0,Cat_6,D
2252,CA-2016-117849,Male,No,22.0,No,Healthcare,0.0,Low,3.0,Cat_4,D
2253,CA-2015-169201,Male,No,28.0,Yes,Artist,9.0,Low,3.0,Cat_6,D
2254,CA-2015-169201,Female,Yes,48.0,Yes,Artist,3.0,Average,4.0,Cat_6,C
2255,CA-2016-164091,Male,Yes,48.0,Yes,Doctor,3.0,Average,2.0,Cat_6,D
2256,CA-2016-164091,Male,Yes,66.0,No,Lawyer,0.0,Low,3.0,Cat_6,A
2257,CA-2017-105214,Female,Yes,47.0,Yes,Homemaker,1.0,Low,4.0,Cat_6,A
2258,CA-2017-105214,Female,Yes,68.0,Yes,Artist,1.0,High,4.0,Cat_6,A
